QID,Miejscowosc,Description,Latitude,Longitude
"Q75498","Skępe","miasto (gmina: Skępe, powiat: lipnowski, wojewódzwo: kujawsko-pomorskie)",52.865636880213046,19.359676822663847
"Q75498","Skąpe","miasto (gmina: Skępe, powiat: lipnowski, wojewódzwo: kujawsko-pomorskie)",52.865636880213046,19.359676822663847
"Q75447","Skarszewy","miasto (gmina: Skarszewy, powiat: starogardzki, wojewódzwo: pomorskie)",54.07213556766947,18.448386806075398
"Q75447","Skarszewo","miasto (gmina: Skarszewy, powiat: starogardzki, wojewódzwo: pomorskie)",54.07213556766947,18.448386806075398
"Q75447","Schöneck","miasto (gmina: Skarszewy, powiat: starogardzki, wojewódzwo: pomorskie)",54.07213556766947,18.448386806075398
"Q76789","Sochaczew","miasto (gmina: Sochaczew, powiat: sochaczewski, wojewódzwo: mazowieckie)",52.229753892000076,20.240052029000058
"Q76789","Sochaczów","miasto (gmina: Sochaczew, powiat: sochaczewski, wojewódzwo: mazowieckie)",52.229753892000076,20.240052029000058
"Q79052","Stawiszyn","miasto (gmina: Stawiszyn, powiat: kaliski, wojewódzwo: wielkopolskie)",51.91767433451632,18.111731029878793
"Q79340","Stoczek Łukowski","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79340","Stoczek","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79340","Sebastianowo","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79340","Sebestianowo","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79340","until 1547 villages: Poznańska Wola i.e. Stoczek","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79340","Kawęczyn","miasto (gmina: Stoczek Łukowski, powiat: łukowski, wojewódzwo: lubelskie)",51.96294487600015,21.967353598000482
"Q79783","Stryków","miasto (gmina: Stryków, powiat: zgierski, wojewódzwo: łódzkie)",51.89950374000004,19.605546052000047
"Q80444","Sulmierzyce","miasto (gmina: Sulmierzyce, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.60565034501917,17.530098049335354
"Q80444","Sulimierzyce","miasto (gmina: Sulmierzyce, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.60565034501917,17.530098049335354
"Q80444","Sulmirzyce","miasto (gmina: Sulmierzyce, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.60565034501917,17.530098049335354
"Q80444","Sulimirzyce","miasto (gmina: Sulmierzyce, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.60565034501917,17.530098049335354
"Q80360","Sulejów","miasto (gmina: Sulejów, powiat: piotrkowski, wojewódzwo: łódzkie)",51.35389723600006,19.8860347780001
"Q82822","Tarczyn","miasto (gmina: Tarczyn, powiat: piaseczyński, wojewódzwo: mazowieckie)",51.981347968000115,20.83723255800008
"Q83578","Toruń","miasto (gmina: Toruń, powiat: Toruń, wojewódzwo: kujawsko-pomorskie)",53.009953245914254,18.60405208678397
"Q83578","Turoń","miasto (gmina: Toruń, powiat: Toruń, wojewódzwo: kujawsko-pomorskie)",53.009953245914254,18.60405208678397
"Q83578","Thorn","miasto (gmina: Toruń, powiat: Toruń, wojewódzwo: kujawsko-pomorskie)",53.009953245914254,18.60405208678397
"Q83578","Thorun","miasto (gmina: Toruń, powiat: Toruń, wojewódzwo: kujawsko-pomorskie)",53.009953245914254,18.60405208678397
"Q83078","Tczew","miasto (gmina: Tczew, powiat: tczewski, wojewódzwo: pomorskie)",54.08755960535015,18.800609852998367
"Q83078","Derschau","miasto (gmina: Tczew, powiat: tczewski, wojewódzwo: pomorskie)",54.08755960535015,18.800609852998367
"Q83078","Dirschau","miasto (gmina: Tczew, powiat: tczewski, wojewódzwo: pomorskie)",54.08755960535015,18.800609852998367
"Q84777","Ujazd","wieś (gmina: Ujazd, powiat: tomaszowski, wojewódzwo: łódzkie)",51.59970340800001,19.924584225000075
"Q84777","Antolin","wieś (gmina: Ujazd, powiat: tomaszowski, wojewódzwo: łódzkie)",51.59970340800001,19.924584225000075
"Q84962","Uniejów","miasto (gmina: Uniejów, powiat: poddębicki, wojewódzwo: łódzkie)",51.97264106300002,18.795264925000044
"Q85712","Wąbrzeźno","miasto (gmina: Wąbrzeźno, powiat: wąbrzeski, wojewódzwo: kujawsko-pomorskie)",53.279511270772566,18.948882005989987
"Q85712","Fredeck","miasto (gmina: Wąbrzeźno, powiat: wąbrzeski, wojewódzwo: kujawsko-pomorskie)",53.279511270772566,18.948882005989987
"Q85712","Freydeck","miasto (gmina: Wąbrzeźno, powiat: wąbrzeski, wojewódzwo: kujawsko-pomorskie)",53.279511270772566,18.948882005989987
"Q87514","Wiślica","miasto (gmina: Wiślica, powiat: buski, wojewódzwo: świętokrzyskie)",50.34895132900001,20.673000710000064
"Q86921","Więcbork","miasto (gmina: Więcbork, powiat: sępoleński, wojewódzwo: kujawsko-pomorskie)",53.35086091195976,17.490342717961454
"Q87166","Wilczyn","wieś (gmina: Wilczyn, powiat: koniński, wojewódzwo: wielkopolskie)",52.484258607005074,18.16761922430329
"Q87166","Wilczyno","wieś (gmina: Wilczyn, powiat: koniński, wojewódzwo: wielkopolskie)",52.484258607005074,18.16761922430329
"Q87972","Wodzisław","miasto (gmina: Wodzisław, powiat: jędrzejowski, wojewódzwo: świętokrzyskie)",50.52038554000005,20.193342329000117
"Q87838","Włocławek","miasto (gmina: Włocławek, powiat: Włocławek, wojewódzwo: kujawsko-pomorskie)",52.659974027141,19.07321792657593
"Q87838","Włocław","miasto (gmina: Włocławek, powiat: Włocławek, wojewódzwo: kujawsko-pomorskie)",52.659974027141,19.07321792657593
"Q87838","Wladislavia","miasto (gmina: Włocławek, powiat: Włocławek, wojewódzwo: kujawsko-pomorskie)",52.659974027141,19.07321792657593
"Q87838","Władysław","miasto (gmina: Włocławek, powiat: Włocławek, wojewódzwo: kujawsko-pomorskie)",52.659974027141,19.07321792657593
"Q87838","Stary Władysław","miasto (gmina: Włocławek, powiat: Włocławek, wojewódzwo: kujawsko-pomorskie)",52.659974027141,19.07321792657593
"Q88048","Wojcieszków","wieś (gmina: Wojcieszków, powiat: łukowski, wojewódzwo: lubelskie)",51.76956588300023,22.313687533001104
"Q88712","Wolbórz","miasto (gmina: Wolbórz, powiat: piotrkowski, wojewódzwo: łódzkie)",51.50460819100005,19.83599517200006
"Q88712","Wolborz","miasto (gmina: Wolbórz, powiat: piotrkowski, wojewódzwo: łódzkie)",51.50460819100005,19.83599517200006
"Q90482","Wyszków","miasto (gmina: Wyszków, powiat: wyszkowski, wojewódzwo: mazowieckie)",52.593526037000096,21.458436174000074
"Q90482","Wyszkowo","miasto (gmina: Wyszków, powiat: wyszkowski, wojewódzwo: mazowieckie)",52.593526037000096,21.458436174000074
"Q93662","Zduny","miasto (gmina: Zduny, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.64650268533025,17.375482984199877
"Q93824","Zgierz","miasto (gmina: Zgierz, powiat: zgierski, wojewódzwo: łódzkie)",51.855905581000044,19.404873352000056
"Q93824","Zegrz","miasto (gmina: Zgierz, powiat: zgierski, wojewódzwo: łódzkie)",51.855905581000044,19.404873352000056
"Q94859","Żarki","miasto (gmina: Żarki, powiat: myszkowski, wojewódzwo: śląskie)",50.626041601000026,19.36803820600002
"Q94313","Złotów","miasto (gmina: Złotów, powiat: złotowski, wojewódzwo: wielkopolskie)",53.36389289526236,17.03188713317438
"Q94313","Złotowo","miasto (gmina: Złotów, powiat: złotowski, wojewódzwo: wielkopolskie)",53.36389289526236,17.03188713317438
"Q73399","Rynarzewo","wieś (gmina: Szubin, powiat: nakielski, wojewódzwo: kujawsko-pomorskie)",53.06203085457518,17.815445442692
"Q78965","Staw","wieś (gmina: Szczytniki, powiat: kaliski, wojewódzwo: wielkopolskie)",51.706125092,18.37975790400004
"Q76311","Służewo","wieś (gmina: Aleksandrów Kujawski, powiat: aleksandrowski, wojewódzwo: kujawsko-pomorskie)",52.8535119160169,18.64374881199992
"Q76311","Służew","wieś (gmina: Aleksandrów Kujawski, powiat: aleksandrowski, wojewódzwo: kujawsko-pomorskie)",52.8535119160169,18.64374881199992
"Q76311","Służów","wieś (gmina: Aleksandrów Kujawski, powiat: aleksandrowski, wojewódzwo: kujawsko-pomorskie)",52.8535119160169,18.64374881199992
"Q100505","Zagrodniki","część miasta: Szczekociny (gmina: Szczekociny, powiat: zawierciański, wojewódzwo: śląskie)",50.62680302800003,19.821420706000005
"Q100505","Szczekociny","część miasta: Szczekociny (gmina: Szczekociny, powiat: zawierciański, wojewódzwo: śląskie)",50.62680302800003,19.821420706000005
"Q100505","Sczekociny","część miasta: Szczekociny (gmina: Szczekociny, powiat: zawierciański, wojewódzwo: śląskie)",50.62680302800003,19.821420706000005
"Q100512","Janklówka","część miasta: Działoszyce (gmina: Działoszyce, powiat: pińczowski, wojewódzwo: świętokrzyskie)",50.36484263400009,20.352734705000024
"Q100512","Działoszyce","część miasta: Działoszyce (gmina: Działoszyce, powiat: pińczowski, wojewódzwo: świętokrzyskie)",50.36484263400009,20.352734705000024
"Q137604","Zamłynie","część wsi: Burzenin (gmina: Burzenin, powiat: sieradzki, wojewódzwo: łódzkie)",51.460146052000034,18.837158044000024
"Q137604","Burzenin","część wsi: Burzenin (gmina: Burzenin, powiat: sieradzki, wojewódzwo: łódzkie)",51.460146052000034,18.837158044000024
"Q137604","Bużenin","część wsi: Burzenin (gmina: Burzenin, powiat: sieradzki, wojewódzwo: łódzkie)",51.460146052000034,18.837158044000024
"Q116564","Stary Mielec","część miasta: Mielec (gmina: Mielec, powiat: mielecki, wojewódzwo: podkarpackie)",50.28537189900002,21.419582239000476
"Q116564","Mielec","część miasta: Mielec (gmina: Mielec, powiat: mielecki, wojewódzwo: podkarpackie)",50.28537189900002,21.419582239000476
"Q179733","Krystynowo","osada historyczna (parafia Kazimierz, powiat koniński, województwo kaliskie, stan na 2 poł. XVI wieku)",52.31630763752376,18.16855713733106
"Q179733","Krystianowo","osada historyczna (parafia Kazimierz, powiat koniński, województwo kaliskie, stan na 2 poł. XVI wieku)",52.31630763752376,18.16855713733106
"Q128777","Osiedle 750-lecia","część miasta: Chełmno (gmina: Chełmno, powiat: chełmiński, wojewódzwo: kujawsko-pomorskie)",53.34737689439133,18.421933401042143
"Q128777","Chełmno","część miasta: Chełmno (gmina: Chełmno, powiat: chełmiński, wojewódzwo: kujawsko-pomorskie)",53.34737689439133,18.421933401042143
"Q128777","Culmen","część miasta: Chełmno (gmina: Chełmno, powiat: chełmiński, wojewódzwo: kujawsko-pomorskie)",53.34737689439133,18.421933401042143
"Q139326","Stary Fordon","część miasta: Bydgoszcz (gmina: Bydgoszcz, powiat: Bydgoszcz, wojewódzwo: kujawsko-pomorskie)",53.149434215621696,18.17456796768217
"Q139326","Fordan","część miasta: Bydgoszcz (gmina: Bydgoszcz, powiat: Bydgoszcz, wojewódzwo: kujawsko-pomorskie)",53.149434215621696,18.17456796768217
"Q179883","Sendomierz","osada historyczna (parafia Mińsko, powiat garwoliński, województwo mazowieckie, stan na 2 poł. XVI wieku)",52.18006040300009,21.562327442000186
"Q16253","Kościerzyna","miasto (gmina: Kościerzyna, powiat: kościerski, wojewódzwo: pomorskie)",54.1207970229358,17.97811084882979
"Q16253","Kościerzyno","miasto (gmina: Kościerzyna, powiat: kościerski, wojewódzwo: pomorskie)",54.1207970229358,17.97811084882979
"Q16253","Bern","miasto (gmina: Kościerzyna, powiat: kościerski, wojewódzwo: pomorskie)",54.1207970229358,17.97811084882979
"Q16253","Kościerzyn","miasto (gmina: Kościerzyna, powiat: kościerski, wojewódzwo: pomorskie)",54.1207970229358,17.97811084882979
"Q18710","Będków","wieś (gmina: Będków, powiat: tomaszowski, wojewódzwo: łódzkie)",51.587386420000016,19.746583977000046
"Q18710","Bądków","wieś (gmina: Będków, powiat: tomaszowski, wojewódzwo: łódzkie)",51.587386420000016,19.746583977000046
"Q19387","Bielsk","wieś (gmina: Bielsk, powiat: płocki, wojewódzwo: mazowieckie)",52.67041885624534,19.805152547052597
"Q19387","Bielsko","wieś (gmina: Bielsk, powiat: płocki, wojewódzwo: mazowieckie)",52.67041885624534,19.805152547052597
"Q20088","Bobrowniki","wieś (gmina: Bobrowniki, powiat: lipnowski, wojewódzwo: kujawsko-pomorskie)",52.77829203624613,18.954602040305748
"Q20560","Bolimów","miasto (gmina: Bolimów, powiat: skierniewicki, wojewódzwo: łódzkie)",52.076160234000064,20.165796774000096
"Q20560","Bolemów","miasto (gmina: Bolimów, powiat: skierniewicki, wojewódzwo: łódzkie)",52.076160234000064,20.165796774000096
"Q21574","Brodnica","miasto (gmina: Brodnica, powiat: brodnicki, wojewódzwo: kujawsko-pomorskie)",53.25623441990945,19.40445078743284
"Q21574","Strasburg","miasto (gmina: Brodnica, powiat: brodnicki, wojewódzwo: kujawsko-pomorskie)",53.25623441990945,19.40445078743284
"Q23615","Bydgoszcz","miasto (gmina: Bydgoszcz, powiat: Bydgoszcz, wojewódzwo: kujawsko-pomorskie)",53.12141567952945,18.0006764775559
"Q24650","Chojnice","miasto (gmina: Chojnice, powiat: chojnicki, wojewódzwo: pomorskie)",53.69543600530032,17.5585912670689
"Q21512","Brdów","wieś (gmina: Babiak, powiat: kolski, wojewódzwo: wielkopolskie)",52.352193097627975,18.733824820110044
"Q21512","Brdowo","wieś (gmina: Babiak, powiat: kolski, wojewódzwo: wielkopolskie)",52.352193097627975,18.733824820110044
"Q26738","Człuchów","miasto (gmina: Człuchów, powiat: człuchowski, wojewódzwo: pomorskie)",53.66537091570551,17.357880430658117
"Q26738","Schlochau","miasto (gmina: Człuchów, powiat: człuchowski, wojewódzwo: pomorskie)",53.66537091570551,17.357880430658117
"Q26738","Słuchów","miasto (gmina: Człuchów, powiat: człuchowski, wojewódzwo: pomorskie)",53.66537091570551,17.357880430658117
"Q27207","Dąbie","miasto (gmina: Dąbie, powiat: kolski, wojewódzwo: wielkopolskie)",52.08510183300007,18.825332633000034
"Q28123","Dębno","wieś (gmina: Raków, powiat: kielecki, wojewódzwo: świętokrzyskie)",50.68038443700004,21.025814769000167
"Q27802","Debrzno","miasto (gmina: Debrzno, powiat: człuchowski, wojewódzwo: pomorskie)",53.5378720150233,17.237616378608763
"Q27802","Frydland","miasto (gmina: Debrzno, powiat: człuchowski, wojewódzwo: pomorskie)",53.5378720150233,17.237616378608763
"Q27802","Freląd","miasto (gmina: Debrzno, powiat: człuchowski, wojewódzwo: pomorskie)",53.5378720150233,17.237616378608763
"Q27802","Friedland","miasto (gmina: Debrzno, powiat: człuchowski, wojewódzwo: pomorskie)",53.5378720150233,17.237616378608763
"Q32631","Głowaczów","wieś (gmina: Głowaczów, powiat: kozienicki, wojewódzwo: mazowieckie)",51.622883728000026,21.316657609000174
"Q32631","Głowaczewo","wieś (gmina: Głowaczów, powiat: kozienicki, wojewódzwo: mazowieckie)",51.622883728000026,21.316657609000174
"Q32783","Gniewkowo","miasto (gmina: Gniewkowo, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.893681973016974,18.410313102999798
"Q32783","Gniewków","miasto (gmina: Gniewkowo, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.893681973016974,18.410313102999798
"Q32773","Gniew","miasto (gmina: Gniew, powiat: tczewski, wojewódzwo: pomorskie)",53.833957187638255,18.824359035194135
"Q32773","Mewa","miasto (gmina: Gniew, powiat: tczewski, wojewódzwo: pomorskie)",53.833957187638255,18.824359035194135
"Q32801","Gniezno","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q32801","Jędrzejewo","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q32801","Jelenia Głowa","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q32801","Andrzejewo","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q32801","Cierpięgi","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q32801","Targowisko","miasto (gmina: Gniezno, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.53187674732222,17.595674136055482
"Q35611","Grybów","miasto (gmina: Grybów, powiat: nowosądecki, wojewódzwo: małopolskie)",49.624257327000045,20.94808183600015
"Q35611","Grębów","miasto (gmina: Grybów, powiat: nowosądecki, wojewódzwo: małopolskie)",49.624257327000045,20.94808183600015
"Q27825","Denków","część miasta: Ostrowiec Świętokrzyski (gmina: Ostrowiec Świętokrzyski, powiat: ostrowiecki, wojewódzwo: świętokrzyskie)",50.92949827900005,21.419544775000325
"Q37053","Inowrocław","miasto (gmina: Inowrocław, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.79478387911504,18.260111904513895
"Q37053","Inowladislavia","miasto (gmina: Inowrocław, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.79478387911504,18.260111904513895
"Q37053","Juniwladislavia","miasto (gmina: Inowrocław, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.79478387911504,18.260111904513895
"Q38222","Jarocin","miasto (gmina: Jarocin, powiat: jarociński, wojewódzwo: wielkopolskie)",51.97276849635098,17.50205318652604
"Q37986","Janowo","wieś (gmina: Janowo, powiat: nidzicki, wojewódzwo: warmińsko-mazurskie)",53.31694601800007,20.672001943000073
"Q29636","Dubin","wieś (gmina: Jutrosin, powiat: rawicki, wojewódzwo: wielkopolskie)",51.620588588276114,17.14525097619793
"Q29636","Dupino","wieś (gmina: Jutrosin, powiat: rawicki, wojewódzwo: wielkopolskie)",51.620588588276114,17.14525097619793
"Q29636","Dupin","wieś (gmina: Jutrosin, powiat: rawicki, wojewódzwo: wielkopolskie)",51.620588588276114,17.14525097619793
"Q39843","Jutrosin","miasto (gmina: Jutrosin, powiat: rawicki, wojewódzwo: wielkopolskie)",51.65188050036015,17.169792736392047
"Q39843","Jutroszyn","miasto (gmina: Jutrosin, powiat: rawicki, wojewódzwo: wielkopolskie)",51.65188050036015,17.169792736392047
"Q42097","Kęty","miasto (gmina: Kęty, powiat: oświęcimski, wojewódzwo: małopolskie)",49.884724305000084,19.219935251000013
"Q42097","Libenwerd","miasto (gmina: Kęty, powiat: oświęcimski, wojewódzwo: małopolskie)",49.884724305000084,19.219935251000013
"Q41595","Kazimierz Biskupi","wieś (gmina: Kazimierz Biskupi, powiat: koniński, wojewódzwo: wielkopolskie)",52.31186322757908,18.170136651751555
"Q41595","Kazimierz","wieś (gmina: Kazimierz Biskupi, powiat: koniński, wojewódzwo: wielkopolskie)",52.31186322757908,18.170136651751555
"Q41595","Kazimirz","wieś (gmina: Kazimierz Biskupi, powiat: koniński, wojewódzwo: wielkopolskie)",52.31186322757908,18.170136651751555
"Q43260","Kobylin","miasto (gmina: Kobylin, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.71369980491419,17.228016877392356
"Q43260","Kobelin","miasto (gmina: Kobylin, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.71369980491419,17.228016877392356
"Q44386","Końskowola","osada (gmina: Końskowola, powiat: puławski, wojewódzwo: lubelskie)",51.40888226229474,22.052020897293048
"Q44386","Końska Wola","osada (gmina: Końskowola, powiat: puławski, wojewódzwo: lubelskie)",51.40888226229474,22.052020897293048
"Q46588","Krotoszyn","miasto (gmina: Krotoszyn, powiat: krotoszyński, wojewódzwo: wielkopolskie)",51.69446592380207,17.439648569177038
"Q46848","Kruszwica","miasto (gmina: Kruszwica, powiat: inowrocławski, wojewódzwo: kujawsko-pomorskie)",52.67325869833129,18.322729977776778
"Q35174","Grocholice","część miasta: Bełchatów (gmina: Bełchatów, powiat: bełchatowski, wojewódzwo: łódzkie)",51.335491768000054,19.378110929000094
"Q50954","Łagów","miasto (gmina: Łagów, powiat: kielecki, wojewódzwo: świętokrzyskie)",50.77726093900005,21.085886786000128
"Q50794","Lutomiersk","miasto (gmina: Lutomiersk, powiat: pabianicki, wojewódzwo: łódzkie)",51.75247375600005,19.210165930000066
"Q50794","Lutomirsko","miasto (gmina: Lutomiersk, powiat: pabianicki, wojewódzwo: łódzkie)",51.75247375600005,19.210165930000066
"Q51062","Łasin","miasto (gmina: Łasin, powiat: grudziądzki, wojewódzwo: kujawsko-pomorskie)",53.51844663339244,19.089570920164007
"Q51062","Łasino","miasto (gmina: Łasin, powiat: grudziądzki, wojewódzwo: kujawsko-pomorskie)",53.51844663339244,19.089570920164007
"Q50813","Lututów","miasto (gmina: Lututów, powiat: wieruszowski, wojewódzwo: łódzkie)",51.36949938099998,18.436239390000065
"Q50813","Lutułtów","miasto (gmina: Lututów, powiat: wieruszowski, wojewódzwo: łódzkie)",51.36949938099998,18.436239390000065
"Q50813","Lutołtów","miasto (gmina: Lututów, powiat: wieruszowski, wojewódzwo: łódzkie)",51.36949938099998,18.436239390000065
"Q52081","Łódź","miasto (gmina: Łódź, powiat: Łódź, wojewódzwo: łódzkie)",51.783224658000016,19.456265756000036
"Q52081","Łodzia","miasto (gmina: Łódź, powiat: Łódź, wojewódzwo: łódzkie)",51.783224658000016,19.456265756000036
"Q53006","Malbork","miasto (gmina: Malbork, powiat: malborski, wojewódzwo: pomorskie)",54.03786804891418,19.02694258798301
"Q53006","Marienburg","miasto (gmina: Malbork, powiat: malborski, wojewódzwo: pomorskie)",54.03786804891418,19.02694258798301
"Q55560","Mińsk Mazowiecki","miasto (gmina: Mińsk Mazowiecki, powiat: miński, wojewódzwo: mazowieckie)",52.17902920600007,21.57273956400021
"Q55560","Mińsko","miasto (gmina: Mińsk Mazowiecki, powiat: miński, wojewódzwo: mazowieckie)",52.17902920600007,21.57273956400021
"Q55560","Mieńsko","miasto (gmina: Mińsk Mazowiecki, powiat: miński, wojewódzwo: mazowieckie)",52.17902920600007,21.57273956400021
"Q55294","Mikstat","miasto (gmina: Mikstat, powiat: ostrzeszowski, wojewódzwo: wielkopolskie)",51.53074148600008,17.973319012000065
"Q55160","Międzyrzecz","miasto (gmina: Międzyrzecz, powiat: międzyrzecki, wojewódzwo: lubuskie)",52.443768944297986,15.578555961157235
"Q57834","Niebylec","wieś (gmina: Niebylec, powiat: strzyżowski, wojewódzwo: podkarpackie)",49.857808396000095,21.90448598100153
"Q59370","Nowe Miasto","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.254150935000034,21.007477379000058
"Q59370","Warszawa Nowa","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.254150935000034,21.007477379000058
"Q59370","Warszowa Nowa","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.254150935000034,21.007477379000058
"Q60074","Nowy Korczyn","miasto (gmina: Nowy Korczyn, powiat: buski, wojewódzwo: świętokrzyskie)",50.29810073800006,20.80575094600009
"Q60074","Nowe Miasto Korczyn","miasto (gmina: Nowy Korczyn, powiat: buski, wojewódzwo: świętokrzyskie)",50.29810073800006,20.80575094600009
"Q60432","Oborniki","miasto (gmina: Oborniki, powiat: obornicki, wojewódzwo: wielkopolskie)",52.64575888570952,16.811649453185087
"Q61489","Opole Lubelskie","miasto (gmina: Opole Lubelskie, powiat: opolski, wojewódzwo: lubelskie)",51.146840695000115,21.96916739000098
"Q61489","Opole","miasto (gmina: Opole Lubelskie, powiat: opolski, wojewódzwo: lubelskie)",51.146840695000115,21.96916739000098
"Q62826","Pajęczno","miasto (gmina: Pajęczno, powiat: pajęczański, wojewódzwo: łódzkie)",51.14537628100002,19.00011557200002
"Q62749","Pacyna","wieś (gmina: Pacyna, powiat: gostyniński, wojewódzwo: mazowieckie)",52.30313143900007,19.71076540800008
"Q62749","Pacyńska Wieś?","wieś (gmina: Pacyna, powiat: gostyniński, wojewódzwo: mazowieckie)",52.30313143900007,19.71076540800008
"Q63290","Parysów","wieś (gmina: Parysów, powiat: garwoliński, wojewódzwo: mazowieckie)",51.9749248690001,21.68063115400033
"Q63290","Parysewo","wieś (gmina: Parysów, powiat: garwoliński, wojewódzwo: mazowieckie)",51.9749248690001,21.68063115400033
"Q63290","before 1538 Sieczcza village","wieś (gmina: Parysów, powiat: garwoliński, wojewódzwo: mazowieckie)",51.9749248690001,21.68063115400033
"Q65245","Pleszew","miasto (gmina: Pleszew, powiat: pleszewski, wojewódzwo: wielkopolskie)",51.89558481280348,17.788480242461933
"Q65245","Pleszów","miasto (gmina: Pleszew, powiat: pleszewski, wojewódzwo: wielkopolskie)",51.89558481280348,17.788480242461933
"Q48434","Kwiatków","wieś (gmina: Ostrów Wielkopolski, powiat: ostrowski, wojewódzwo: wielkopolskie)",51.70516086725416,17.89605417484075
"Q48434","Kwiatkowo","wieś (gmina: Ostrów Wielkopolski, powiat: ostrowski, wojewódzwo: wielkopolskie)",51.70516086725416,17.89605417484075
"Q51643","Łęgonice Małe","wieś (gmina: Odrzywół, powiat: przysuski, wojewódzwo: mazowieckie)",51.60644813900003,20.52025691700009
"Q51643","Małe Łęgonice","wieś (gmina: Odrzywół, powiat: przysuski, wojewódzwo: mazowieckie)",51.60644813900003,20.52025691700009
"Q51643","Łęgonice","wieś (gmina: Odrzywół, powiat: przysuski, wojewódzwo: mazowieckie)",51.60644813900003,20.52025691700009
"Q54979","Mielżyn","wieś (gmina: Witkowo, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.38242295423218,17.771870251274372
"Q54979","Mielżyno","wieś (gmina: Witkowo, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.38242295423218,17.771870251274372
"Q57928","Niedzbórz","wieś (gmina: Strzegowo, powiat: mławski, wojewódzwo: mazowieckie)",52.933370635546524,20.369415402399085
"Q57928","Niedzborz","wieś (gmina: Strzegowo, powiat: mławski, wojewódzwo: mazowieckie)",52.933370635546524,20.369415402399085
"Q57928","Międzyborze","wieś (gmina: Strzegowo, powiat: mławski, wojewódzwo: mazowieckie)",52.933370635546524,20.369415402399085
"Q57928","after 1505 Pokrytki village","wieś (gmina: Strzegowo, powiat: mławski, wojewódzwo: mazowieckie)",52.933370635546524,20.369415402399085
"Q61609","Orłów-Parcel","wieś (gmina: Bedlno, powiat: kutnowski, wojewódzwo: łódzkie)",52.13629118800002,19.553433186000028
"Q61609","Orłów","wieś (gmina: Bedlno, powiat: kutnowski, wojewódzwo: łódzkie)",52.13629118800002,19.553433186000028
"Q65393","Pławno","wieś (gmina: Gidle, powiat: radomszczański, wojewódzwo: łódzkie)",50.97842978200005,19.457785408000095
"Q69134","Przedbórz","miasto (gmina: Przedbórz, powiat: radomszczański, wojewódzwo: łódzkie)",51.08492186900003,19.875790796000054
"Q68558","Powidz","wieś (gmina: Powidz, powiat: słupecki, wojewódzwo: wielkopolskie)",52.411523565842636,17.920008359197844
"Q68589","Poznań","miasto (gmina: Poznań, powiat: Poznań, wojewódzwo: wielkopolskie)",52.40821927886147,16.934793728866847
"Q69783","Przyrów","wieś (gmina: Przyrów, powiat: częstochowski, wojewódzwo: śląskie)",50.802978321000076,19.52865182400006
"Q69783","Przerów","wieś (gmina: Przyrów, powiat: częstochowski, wojewódzwo: śląskie)",50.802978321000076,19.52865182400006
"Q69995","Pszczew","wieś (gmina: Pszczew, powiat: międzyrzecki, wojewódzwo: lubuskie)",52.477637280352795,15.779472351944134
